leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
0,-9.56556,-0.93839,-0.32511,-0.16927,-0.19654,-0.4208,-2.63704,-0.56165
1,-9.43017,-1.19169,-0.53846,-1.43223,-1.66135,-1.63705,-0.83465,-1.0834
2,-9.23635,-0.28159,-0.30761,-1.97159,-2.82712,-0.51253,-1.40486,-0.63233
3,-9.20074,-1.08772,-1.44587,-2.24615,-0.11408,-2.33558,-0.69751,-1.03585
4,-9.18324,-2.83433,-1.00663,-0.94756,-0.50002,-1.00011,-0.65921,-2.00964
5,-9.16148,-1.46283,-0.95674,-1.12996,-0.67001,-1.98359,-2.56872,-0.86797
6,-9.03392,-1.84008,-1.22962,-1.26302,-0.02556,-3.42539,-0.39815,-0.0519
7,-9.02555,-1.66473,-1.1704,-2.1512,-2.36459,-1.40545,-1.45648,-0.28754
8,-8.99518,-1.79985,-2.27426,-2.58234,-1.94091,-0.07875,-0.47909,-0.06054
9,-8.96567,-0.58711,-2.42187,-0.04873,-0.62844,-1.9676,-2.85619,-0.98996
10,-8.95596,-1.3564,-0.31438,-2.18759,-0.57869,-3.13449,-1.07312,-1.32478
11,-8.95531,-0.79309,-1.23608,-0.89661,-2.32772,-0.64537,-0.39594,-3.29396
12,-8.95512,-1.281,-1.63372,-1.41372,-2.65643,-1.42154,-0.17204,-2.09528
13,-8.92628,-2.68856,-2.3807,-0.77755,-0.8214,-1.38063,-1.85332,-0.89735
14,-8.92614,-1.17686,-0.20296,-0.4046,-0.80799,-0.21424,-4.19925,-0.6338
15,-8.9196,-2.25028,-2.5132,-0.60737,-2.0357,-0.26698,-1.0244,-1.85129
16,-8.85962,-0.68692,-1.56067,-2.57573,-2.6549,-0.8681,-0.51055,-1.97548
17,-8.8323,-2.66709,-1.51745,-0.34481,-2.62235,-1.92437,-1.36742,-0.07546
18,-8.80182,-0.2333,-2.65053,-0.37909,-3.90523,-0.00986,-0.22768,-0.04161
19,-8.75918,-2.31426,-1.41185,-0.67006,-1.36703,-1.28455,-0.60574,-3.40484
20,-8.71327,-2.42353,-0.21293,-2.80206,-0.65217,-0.27462,-1.98512,-2.42219
21,-8.70624,-0.42864,-3.56916,-0.31644,-0.77011,-0.24895,-0.02198,-3.24393
22,-8.70169,-1.25257,-1.35738,-1.35249,-1.20688,-2.16907,-0.08632,-3.58763
23,-8.6976,-1.94233,-2.86058,-0.84357,-0.83648,-1.6143,-2.7507,-0.9014
24,-8.6859,-1.08888,-0.72374,-2.33487,-1.97394,-2.23754,-2.59468,-1.32618
25,-8.67869,-2.17217,-2.49374,-0.8876,-1.48431,-2.31544,-2.20214,-0.73591
26,-8.63624,-2.19694,-0.46578,-0.72851,-3.45893,-0.90347,-0.54179,-2.60137
27,-8.56216,-1.66305,-1.14864,-3.18986,-2.25543,-1.36605,-2.22397,-0.72804
28,-8.55161,-0.43748,-0.40686,-2.82688,-2.4626,-3.33137,-1.08421,-0.42872
29,-8.53405,-2.60661,-1.11687,-1.6966,-1.85685,-3.29623,-0.13631,-1.38498
30,-8.50254,-2.89855,-0.151,-0.62752,-1.70456,-2.14123,-2.80481,-1.8792
31,-8.48116,-0.38121,-0.96404,-3.61544,-1.25286,-2.25939,-1.92226,-1.88527
32,-8.44627,-0.75943,-1.72268,-3.79323,-0.79368,-1.61935,-1.60939,-2.21024
33,-8.43574,-0.33571,-0.72694,-1.38389,-2.10235,-0.62746,-3.61137,-2.90282
34,-8.42075,-3.18189,-1.87084,-0.75701,-2.25571,-1.2462,-2.64492,-1.12097
