leaf_index,r0,r1,r2,r3,r4,r5
0,-4.032715523530134,-1.659013677254866,-1.8996938509858294,-2.1039647975744615,-8.515908831768794,-0.6547299420804321
1,-2.8595709837252272,-4.447485425305699,-6.566463404317929,-4.547600683021167,-0.07798434095572745,-2.8701101043051707
2,-5.703476489054131,-1.9623502869485334,-4.861894194483981,-4.379779628974328,-1.4075855491263511,-4.337943689730758
3,-0.3760875932391686,-1.5169115760269487,-5.667410139661592,-0.639315207040792,-1.6853336378174721,-7.885995580576704
4,-4.630120326544918,-2.916186722410697,-0.15306984447280456,-3.1626312968771364,-0.952569541464144,-7.689264264749407
5,-5.967612522140748,-2.4570841677967636,-4.7037607502963805,-1.057219620151951,-1.4436081436116257,-5.746586394059225
6,-2.9884465291079105,-0.04715999251400346,-2.2622089289397813,-1.0950960161951437,-9.056899892832355,-1.650061540101119
7,-2.8696977178988146,-2.043887744610909,-2.70329350974988,-1.7065320451254542,-6.309385370837079,-6.128537078021704
8,-1.31524445788493,-0.4574216296616237,-0.9150011477920974,-6.384517582835313,-6.8079225861187185,-3.1802194364762277
9,-3.077835048471651,-1.0585093630702753,-5.280679891626111,-6.251933608551779,-4.377060984074285,-1.8098542816544927
10,-0.01564978638370818,-2.6310049474887807,-4.4585272676055245,-7.467924533104206,-4.172619193801373,-0.13584876103379734
11,-4.761174002424797,-0.2994403790408038,-5.992391711089189,-2.3190216482940538,-5.737696244943125,-1.7417748288492483
12,-0.7385574215148001,-9.434430717656696,-0.6334837701835427,-1.82693144211793,-0.9502376822279995,-2.4091737452599946
13,-2.642972246559809,-2.188583147427205,-7.635513876135588,-1.8231062948574073,-5.133842869248547,-0.4936296076718289
14,-7.847831250751907,-4.048214101297816,-3.889421674534408,-0.07480893646383274,-2.5629032615434526,-0.5673066035507811
15,-7.621345074886752,-1.3605185616899242,-6.223994908236932,-0.8966697394066491,-0.701193706949112,-0.17403056859279753
16,-8.272755730648802,-2.69920507339012,-4.474131157431442,-0.8539218963358104,-1.781132819323982,-0.5969407456262961
17,-4.166858307464057,-7.57984714384362,-3.812926747246493,-0.8074845801130953,-2.660649506456079,-1.7069597529790714
18,-3.3310713374814718,-1.0958224408923276,-0.3568021958249763,-4.922696075955792,-2.77642203907655,-7.458845294038488
19,-0.1154541866398151,-1.2894387943077814,-4.428114086030717,-3.9052068482205926,-7.422711108644031,-2.8928433828745828
20,-2.1657343715906565,-1.4467506812935822,-5.692629695593071,-1.1026998208572478,-6.321555749833302,-4.430853219592162
21,-8.28757100690587,-3.09224056328214,-0.4519156710833783,-0.5065171921207472,-4.499178550874917,-1.0250951331209415
22,-5.0838322040659945,-7.768493320020202,-2.1309294914764156,-0.4683848252186639,-2.867477893856769,-0.9069108797487822
23,-5.765148792775836,-3.4363848417750225,-1.0972540918324496,-1.4400134403930704,-6.3853290257585105,-3.3021639266735843
24,-6.156944078558945,-3.7631719334871914,-6.256794204976833,-2.4884424828228617,-1.348044784972796,-0.879506768860001
25,-3.158809876045838,-0.11668730658484187,-6.758835115863792,-5.062406048010246,-0.6747265978868756,-4.271210734582999
26,-5.058259775735227,-3.7207709890021743,-0.5919513885826733,-3.684548627453476,-6.559063564195951,-1.9032213257794364
27,-1.4483291275560248,-3.1916267579804227,-6.976959700159622,-0.8876933994576487,-5.037904070601139,-3.5873970678396523
28,-6.459796744748227,-2.1915429170511955,-4.346059118074189,-5.39291658459597,-1.787511643563375,-1.5169669202663083
29,-6.773988500286077,-2.6763853208743087,-3.3750109865947193,-4.140499322334118,-3.398815074848254,-2.6198594812127634
30,-6.3888924687361754,-4.089093892977281,-0.3264855612934522,-2.762242348662852,-5.704119830923009,-1.4791232191177892
31,-4.025585815477393,-4.977917731786756,-0.8583092068928162,-4.850161291093041,-0.6058404576358479,-5.864059344296193
32,-3.810684152440773,-4.410111594673813,-3.1642932958475174,-6.076002640984974,-3.9197797100103378,-1.9324515213711542
33,-0.12644456407261034,-5.492722675285689,-2.581769563471053,-1.7446434289059263,-6.19570159361416,-4.66025496884191
34,-4.08949334270549,-1.2475982117687525,-1.1649300413552357,-1.6689403795239284,-1.783525719365774,-8.625320569037553
35,-2.6020365272738832,-1.3234286683730216,-8.972939802931165,-0.4516534355558305,-3.2426357572256936,-0.4955968962236379
36,-0.2298054954293222,-6.447665605676709,-1.0621850586776422,-6.086800328235274,-1.7593313720314625,-4.135477658064048
37,-0.2960289263564117,-4.529213021458165,-0.5794194617460979,-0.737012012283117,-5.563020653935843,-6.897280903805321
38,-0.5663871254105419,-3.5462991705646116,-7.847983290248266,-4.216436809719447,-1.1099541966068043,-2.549860467571461
39,-7.164384196762946,-4.30480345803914,-3.544627896618015,-1.8481897161129845,-3.6121885000713667,-1.054593929695862
40,-6.0910611603862295,-2.0418535530686617,-4.915497735488155,-4.964911831454871,-2.3846679631978085,-2.056866362174147
41,-1.0883679926374652,-7.2284881092415425,-3.9007258577664072,-4.415796053921007,-3.2935756657541235,-1.0009281162183397
42,-2.2082833536420683,-3.5042833993325857,-6.350422564304204,-1.0390961626035609,-6.430557570624091,-0.2895241573981983
43,-4.570830926369817,-2.1390850009376368,-0.6918687133288706,-0.9662244802472149,-7.6628612963504725,-3.794746986491522
44,-7.482681059219908,-1.638840550883136,-2.6716720630148707,-4.202927498085179,-2.9806060319258836,-2.76355610233718
45,-3.1935913557795894,-4.961174619866942,-1.9094391692207655,-2.8551050829372038,-6.760870399385088,-2.7714200530825597
46,-0.5088924605760851,-0.26699157619829417,-4.736592981592903,-7.829564959213188,-0.6398966712598209,-3.9399080811745337
47,-3.637425487648762,-0.49488950109732915,-6.800555270525525,-2.159010265342504,-1.7247067718716425,-5.713206581355176
48,-7.495329111745189,-1.060961426508643,-3.112344430269663,-1.2453221269360688,-1.6727805987004405,-5.353381396298051
49,-1.3323693644100199,-0.9030368900344283,-2.75804982252998,-0.6640793288520109,-7.054908310833236,-6.292038207066812
50,-2.169732568876982,-2.1638379014037024,-5.845425243625448,-6.3398035984244325,-4.013289467896228,-0.3761220778782965
51,-4.8467698064255655,-7.169536420395396,-1.4060237021432556,-0.8701799324210131,-2.9034037987336343,-3.733992578443039
52,-4.4459783005633735,-3.6717077638056113,-0.1966298716920869,-5.968665367878311,-3.3185423307796174,-4.480567627745554
53,-2.828274055911656,-2.249398061681685,-8.277242883242215,-0.23325032376943933,-4.284163713724093,-0.14092564368150248
54,-1.9275050223240817,-7.462707345713543,-1.2785326068318006,-5.777391948911493,-0.8059829807072671,-2.2204079665411287
55,-4.748934651401944,-4.601689108638558,-0.42096115628288017,-0.799013430567822,-4.283700273516253,-6.091498849503392
56,-0.45474799267588273,-0.31487937292930235,-4.167478864082264,-7.0311620649134285,-5.396392532671474,-1.9411035035098947
57,-3.057377628362006,-4.1923873654125705,-6.217794611109317,-0.3115787415488205,-4.628120811973035,-3.5914867154950474
58,-2.614481460187346,-4.14941384946783,-0.25969014401804924,-3.88920498270744,-7.582612485155547,-1.8048503904002509
59,-6.880260135099374,-0.8565849270780695,-6.2387803051473245,-3.2024135263013394,-1.4802297763928554,-0.7479107271680302
60,-5.193792338770697,-5.744108643141609,-0.6642651870874005,-5.337994939611544,-2.6311486586472888,-2.0423896688723615
61,-4.368088908280254,-3.34127900189534,-4.224658168537419,-4.203122577951401,-3.967992452147888,-4.300780600574148
62,-0.38966082707506905,-0.8122803965019918,-8.433722276146572,-4.718123962043052,-2.370094783689894,-0.42737636955261615
63,-6.254441333063674,-2.649437443422081,-1.7717391854104358,-1.751504023912163,-5.179027651960345,-4.564350045514533
64,-3.306301932860256,-6.672747906349802,-1.5186745798043502,-0.11966430956532856,-4.024388438832166,-5.101608430106646
65,-1.9060744891208523,-0.9382141960436368,-0.10208704859652026,-3.022115987301837,-9.265574692018532,-0.7015361606460904
66,-0.43989283339664953,-1.9014897153157506,-3.1408567397628593,-1.0184136506352672,-8.73013232318619,-3.012220668181593
67,-6.981887999899802,-3.8845252665760177,-2.481845400912038,-1.8951372961892674,-3.9174241181057083,-3.326618361585165
68,-0.9347222191038006,-0.7920891236795018,-1.797196573676406,-2.5613800797649904,-9.246870600918072,-1.7898854280898158
69,-5.299274582015211,-3.0993746420506527,-6.638496192651483,-1.2101091172131893,-4.070966916853306,-0.45254648280158283
70,-7.02360196415604,-2.8733400330733354,-2.7898533194236865,-3.885442663446704,-2.115720049835034,-3.8802983054575075
71,-3.3846980106482523,-1.7780528219142533,-3.033684221929848,-3.418550332652719,-4.250473706863,-6.813669677288202
72,-2.28312498422681,-6.691574985035526,-4.732482582336846,-2.586534755363182,-4.344995618040699,-1.4299035535412647
73,-1.6911994667303496,-4.746423622329962,-1.694903332041454,-8.063519341779768,-1.4341183064367367,-2.1590670124015405
74,-3.813478535269254,-3.787831879110539,-1.286812873680125,-1.7359822484507237,-0.4856101705294779,-8.136606918126743
75,-1.0922822050426555,-0.8352579809658601,-4.183956604276679,-0.4369772863600804,-1.2416314597545304,-8.880944375046088
76,-5.780525021572523,-1.3106752683078464,-4.717756346335352,-1.538376314914737,-6.335131924529897,-0.3315685225472036
77,-0.2984308256611949,-3.3740477894409704,-8.63502188255063,-1.1326009237484764,-1.2450186985403056,-3.336207612326392
78,-5.625906392987864,-1.5362733226649832,-3.8111299584718794,-6.228093495055206,-0.6772848639186303,-3.495206232113073
79,-5.3406403952268136,-6.255271959898579,-4.341692669804511,-2.934585233768081,-2.188550503022547,-0.31191960344623104
80,-4.733093110162989,-2.993497190698843,-4.635201838441888,-2.3189505928148795,-1.3613307025483237,-6.318303171191894
81,-3.0379934190554385,-0.7478107513990258,-5.885474763364145,-5.298731935147397,-3.1020544311595755,-4.2276778568434
82,-2.1168719331987864,-3.27358608337962,-5.851886327692878,-2.791334285856297,-4.6140656988029844,-4.634303012604216
83,-1.9565452980909224,-1.9977689857357603,-4.904353814108519,-6.075185805589963,-3.820513312464283,-4.0772489130578276
84,-6.287940715195196,-0.5734750361736971,-6.029828263678802,-3.936719228446328,-2.8092334330693025,-0.6201195776001585
85,-0.8078761658116168,-3.0279315145089347,-1.353225258248671,-0.3419638867155985,-3.0677002475347863,-8.878064211079595
