leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
0,-9.02555,-1.66473,-1.1704,-2.1512,-2.36459,-1.40545,-1.45648,-0.28754
1,-8.80182,-0.2333,-2.65053,-0.37909,-3.90523,-0.00986,-0.22768,-0.04161
2,-8.56216,-1.66305,-1.14864,-3.18986,-2.25543,-1.36605,-2.22397,-0.72804
3,-8.44627,-0.75943,-1.72268,-3.79323,-0.79368,-1.61935,-1.60939,-2.21024
4,-8.43574,-0.33571,-0.72694,-1.38389,-2.10235,-0.62746,-3.61137,-2.90282
5,-8.42075,-3.18189,-1.87084,-0.75701,-2.25571,-1.2462,-2.64492,-1.12097
6,-8.41816,-0.51908,-0.30798,-2.49453,-0.94342,-0.35464,-2.75165,-3.73635
7,-8.39406,-1.497,-1.60401,-2.44233,-2.61915,-3.17512,-0.92561,-0.98126
8,-8.35988,-0.24038,-1.79997,-1.99937,-3.59587,-1.51528,-2.48086,-1.19843
9,-8.32415,-4.65219,-1.57496,-1.14418,-0.47808,-1.59536,-0.995,-1.2297
10,-8.30551,-2.94093,-1.34995,-3.22557,-1.34695,-2.64716,-0.60531,-0.97702
11,-8.28002,-1.27429,-1.73212,-1.52882,-2.11472,-2.44729,-2.55152,-2.74013
12,-8.27817,-3.3412,-0.21834,-1.79121,-2.57367,-1.30208,-0.49163,-2.91399
13,-8.24436,-1.95281,-0.03784,-2.44479,-0.51564,-3.57478,-0.51165,-2.98862
14,-8.16459,-2.13698,-2.82202,-2.05118,-2.14239,-0.22119,-2.8874,-1.90416
15,-8.15541,-4.45803,-2.90597,-0.18058,-2.0379,-0.9228,-0.22128,-0.29079
16,-8.14472,-2.11722,-0.39188,-0.40501,-2.82873,-1.67245,-4.23573,-0.35091
17,-8.12812,-1.18796,-2.10368,-1.42686,-1.61982,-3.08378,-2.7532,-2.5194
18,-8.10686,-2.73075,-2.52078,-1.46957,-3.40849,-0.80882,-1.92627,-1.52493
19,-8.04178,-3.93542,-0.54373,-1.72451,-2.32386,-1.67776,-2.6401,-1.17784
20,-8.03017,-1.64791,-0.42336,-0.42378,-2.04249,-4.24183,-2.87091,-1.4265
21,-7.97976,-0.96783,-2.56335,-3.56158,-0.18184,-1.83687,-2.89191,-2.08828
22,-7.82089,-2.91053,-1.19208,-3.24568,-0.79886,-3.8586,-1.53054,-0.73317
23,-7.8011,-4.07159,-0.80153,-2.85901,-3.20486,-1.59445,-0.6973,-0.66999
24,-7.78621,-1.53498,-4.19225,-3.46872,-1.18107,-0.40715,-2.24446,-0.90198
25,-7.78306,-1.86389,-4.61422,-3.16924,-2.05011,-0.59349,-0.05873,-0.23693
26,-7.77997,-3.0537,-0.58763,-1.5108,-1.90892,-1.04247,-3.62081,-3.11097
27,-7.77422,-0.95201,-0.15397,-0.41069,-4.24392,-2.94477,-1.42744,-3.12134
28,-7.77093,-0.12319,-1.85479,-1.40649,-3.23458,-4.33339,-1.97649,-1.01572
29,-7.74176,-2.06339,-0.17601,-5.31367,-1.09339,-0.69162,-2.14278,-1.12968
30,-7.71738,-2.04632,-2.9645,-1.46487,-0.26361,-4.36651,-2.2345,-1.09163
31,-7.67351,-3.30938,-3.64763,-1.67731,-2.15406,-1.89868,-1.44344,-1.92826
32,-7.62994,-2.74319,-2.29935,-1.51111,-1.48128,-1.04249,-2.40586,-4.19754
33,-7.59753,-0.10192,-2.19364,-3.55081,-0.80605,-4.43964,-2.10549,-0.23183
34,-7.58404,-0.74,-2.50097,-4.84031,-1.77672,-2.71278,-1.10106,-0.72325
35,-7.5711,-0.27625,-0.72007,-2.98861,-2.6478,-1.37497,-4.46698,-2.07279
36,-7.53955,-3.5985,-1.46189,-1.26469,-1.36485,-3.85025,-3.12186,-0.19026
37,-7.53085,-2.67074,-2.4174,-1.25722,-4.17109,-0.02758,-3.20466,-1.0298
38,-7.50763,-1.80002,-3.79,-3.63589,-1.90078,-1.39975,-2.63418,-0.54822
39,-7.48852,-0.64709,-2.1701,-0.24187,-5.22393,-1.18093,-1.1455,-2.95624
40,-7.48149,-1.38204,-5.24807,-1.75981,-2.76154,-0.76818,-1.65506,-0.72293
41,-7.47694,-4.92427,-3.04399,-1.56535,-1.84153,-0.37093,-1.4614,-1.57042
42,-7.43596,-1.64793,-1.90941,-2.06094,-0.80355,-0.0301,-4.94591,-2.99815
43,-7.43076,-2.94036,-4.40758,-1.37557,-0.27994,-2.19308,-1.50524,-2.76866
44,-7.42512,-0.89735,-0.38543,-4.17234,-1.42579,-1.78929,-0.3091,-4.60168
45,-7.40377,-5.57352,-2.0152,-0.12463,-0.96149,-1.63417,-2.23476,-1.20598
46,-7.33085,-2.77956,-1.86442,-1.362,-3.59669,-3.18777,-2.86319,-1.38045
47,-7.32739,-1.28609,-2.68839,-0.62075,-5.41351,-1.22412,-0.01386,-2.49758
48,-7.30988,-1.07458,-1.97681,-2.66427,-2.90976,-0.7115,-3.29417,-3.81841
49,-7.30085,-2.73006,-0.52753,-1.30456,-2.25266,-1.56034,-5.24686,-1.49182
50,-7.3003,-1.69094,-2.05547,-3.15695,-0.56548,-1.91878,-1.05503,-4.95383
51,-7.28951,-3.87311,-1.41928,-4.72945,-2.47222,-0.68625,-0.62954,-0.7077
52,-7.25831,-1.73572,-1.08965,-4.17388,-4.18232,-1.75045,-1.74741,-1.44439
