leaf_index,r0,r1,is_dominated,ground_truth_pareto
0,10.0,0.00997,0,1
1,10.0,0.00873,0,0
2,10.0,0.0074,0,0
3,10.0,0.00352,0,0
4,10.0,0.00342,0,0
5,10.0,0.00199,0,0
6,10.0,0.00111,0,0
7,9.99999,0.01655,0,1
8,9.99999,0.01633,0,0
9,9.99999,0.01629,0,0
10,9.99999,0.01588,0,0
11,9.99999,0.01412,0,0
12,9.99999,0.01284,0,0
13,9.99999,0.012,0,0
14,9.99999,0.0118,0,0
15,9.99999,0.0103,0,0
16,9.99998,0.02149,0,1
17,9.99998,0.0184,0,0
18,9.99998,0.01786,0,0
19,9.99997,0.02638,0,1
20,9.99997,0.0255,0,0
21,9.99996,0.02911,0,1
22,9.99996,0.0284,0,0
23,9.99995,0.03246,0,1
24,9.99995,0.03096,0,0
25,9.99994,0.03364,0,1
26,9.99994,0.03329,0,0
27,9.99993,0.038,0,1
28,9.99993,0.0379,0,0
29,9.99993,0.03785,0,0
30,9.99993,0.03745,0,0
31,9.99993,0.03694,0,0
32,9.99991,0.04319,0,1
33,9.9999,0.0453,0,1
34,9.99989,0.04766,0,1
35,9.99989,0.0475,0,0
36,9.99989,0.04629,0,0
37,9.99988,0.04976,0,1
38,9.99988,0.04928,0,0
39,9.99988,0.04809,0,0
40,9.99987,0.05135,0,1
41,9.99987,0.05135,0,1
42,9.99987,0.05041,0,0
43,9.99985,0.055,0,1
44,9.99985,0.05415,0,0
45,9.99983,0.05887,0,1
46,9.99983,0.05874,0,0
47,9.99983,0.05763,0,0
48,9.99982,0.06054,0,1
49,9.99982,0.06033,0,0
50,9.99982,0.05969,0,0
51,9.99982,0.0594,0,0
52,9.9998,0.06401,0,1
53,9.9998,0.06287,0,0
54,9.99979,0.06552,0,1
55,9.99979,0.06521,0,0
56,9.99979,0.06513,0,0
57,9.99979,0.06508,0,0
58,9.99979,0.0644,0,0
59,9.99977,0.06826,0,1
60,9.99976,0.06911,0,1
61,9.99976,0.06903,0,0
62,9.99973,0.07403,0,1
63,9.99971,0.07652,0,1
64,9.9997,0.07746,0,1
65,9.9997,0.07734,0,0
66,9.99968,0.08038,0,1
67,9.99968,0.08003,0,0
68,9.99966,0.08188,0,1
69,9.99966,0.08188,0,1
70,9.99965,0.084,0,1
71,9.99965,0.08338,0,0
72,9.99964,0.0848,0,1
73,9.99963,0.08596,0,1
74,9.99961,0.08875,0,1
75,9.9996,0.08994,0,1
76,9.9996,0.08958,0,0
77,9.9996,0.08927,0,0
78,9.99959,0.09054,0,1
79,9.99959,0.0903,0,0
80,9.99958,0.09148,0,1
81,9.99958,0.09142,0,0
82,9.99957,0.09239,0,1
83,9.99957,0.09238,0,0
84,9.99956,0.09355,0,1
85,9.99955,0.09516,0,1
86,9.99955,0.09499,0,0
87,9.9995,0.09959,0,1
88,9.99949,0.10075,0,1
89,9.99947,0.1032,0,1
90,9.99947,0.10313,0,0
91,9.99947,0.10275,0,0
92,9.99946,0.1038,0,1
93,9.99944,0.1061,0,1
94,9.99944,0.10592,0,0
95,9.99944,0.10591,0,0
96,9.99943,0.10639,0,1
97,9.99942,0.10811,0,1
98,9.9994,0.10952,0,1
99,9.99939,0.11037,0,1
100,9.99934,0.11524,0,1
101,9.99932,0.11674,0,1
102,9.99931,0.11789,0,1
103,9.99929,0.11942,0,1
104,9.99928,0.12034,0,1
105,9.99927,0.12068,0,1
106,9.99924,0.12301,0,1
107,9.99923,0.12396,0,1
108,9.99922,0.12466,0,1
109,9.99922,0.12462,0,0
110,9.99919,0.12736,0,1
111,9.99918,0.12831,0,1
112,9.99911,0.13307,0,1
113,9.9991,0.13449,0,1
114,9.9991,0.13427,0,0
115,9.99908,0.13534,0,1
116,9.99906,0.13682,0,1
117,9.99906,0.13678,0,0
118,9.99905,0.13813,0,1
119,9.99905,0.13794,0,0
120,9.99904,0.13883,0,1
121,9.99903,0.13924,0,1
122,9.99901,0.14095,0,1
123,9.999,0.14158,0,1
124,9.99899,0.14247,0,1
125,9.99899,0.14241,0,0
126,9.99898,0.14268,0,1
127,9.99897,0.14383,0,1
128,9.99897,0.14325,0,0
129,9.99894,0.14542,0,1
130,9.99893,0.14622,0,1
131,9.99892,0.14708,0,1
132,9.99891,0.14778,0,1
133,9.99888,0.14987,0,1
134,9.99888,0.14984,0,0
135,9.99888,0.14976,0,0
136,9.99887,0.15035,0,1
137,9.9988,0.15475,0,1
138,9.99878,0.15633,0,1
139,9.99878,0.15596,0,0
140,9.99872,0.15984,0,1
141,9.99871,0.16039,0,1
142,9.9987,0.16122,0,1
143,9.9987,0.16104,0,0
144,9.99869,0.16201,0,1
145,9.99869,0.16164,0,0
146,9.99869,0.16162,0,0
147,9.99869,0.16156,0,0
148,9.99868,0.16259,0,1
149,9.99867,0.16316,0,1
150,9.99864,0.1652,0,1
151,9.99864,0.16495,0,0
152,9.99863,0.16537,0,1
153,9.99856,0.16942,0,1
154,9.99851,0.17262,0,1
155,9.9985,0.17327,0,1
156,9.99847,0.17514,0,1
157,9.99847,0.17482,0,0
158,9.99846,0.17534,0,1
159,9.99845,0.17598,0,1
160,9.99843,0.17715,0,1
161,9.9984,0.17913,0,1
162,9.99839,0.17924,0,1
163,9.99834,0.18236,0,1
164,9.99832,0.18349,0,1
165,9.99832,0.18322,0,0
166,9.99831,0.18388,0,1
167,9.99826,0.18671,0,1
168,9.99825,0.18734,0,1
169,9.99825,0.18701,0,0
170,9.99823,0.18805,0,1
171,9.99818,0.19063,0,1
172,9.99815,0.1925,0,1
173,9.99814,0.19296,0,1
174,9.99812,0.19395,0,1
175,9.99811,0.19421,0,1
176,9.99809,0.19569,0,1
177,9.99808,0.19585,0,1
178,9.99808,0.19583,0,0
179,9.99805,0.19761,0,1
180,9.99802,0.19891,0,1
181,9.99801,0.19939,0,1
182,9.99799,0.20037,0,1
183,9.99798,0.20103,0,1
184,9.99796,0.20176,0,1
185,9.99794,0.20308,0,1
