leaf_index,r0,r1,r2,r3,r4,r5,is_dominated,ground_truth_pareto
0,9.87489,0.51058,0.73795,0.34734,0.20105,1.23298,0,1
1,9.85598,0.56944,0.88777,1.11692,0.20935,0.67523,0,1
2,9.82519,0.12835,0.72608,0.03433,1.66862,0.36933,0,1
3,9.76814,0.27595,1.59896,0.15092,0.97748,0.98613,0,1
4,9.72455,1.17698,1.46168,0.58352,1.17473,0.4369,0,1
5,9.72372,1.53372,0.67504,1.26698,0.97992,0.2753,0,1
6,9.70562,0.1503,2.13748,0.92534,0.28769,0.52021,0,1
7,9.68936,1.85814,0.31293,0.36595,1.14002,1.06398,0,1
8,9.64941,1.19461,0.27308,0.70832,2.13071,0.58783,0,1
9,9.64433,1.61228,0.52654,0.99315,1.59211,0.76754,0,1
10,9.6176,1.48811,0.25434,0.10701,1.68436,1.54083,0,1
11,9.58393,0.78085,0.234,0.56563,1.198,2.39346,0,1
12,9.57724,0.18759,0.42742,2.3278,0.49197,1.54848,0,1
13,9.56316,0.39758,0.64084,2.14007,0.15436,1.83672,0,1
14,9.51868,1.67733,0.91143,0.0312,0.9247,2.21237,0,1
15,9.4925,1.13071,2.54394,1.05895,0.36134,0.94362,0,1
16,9.46522,0.66868,2.81058,0.56986,0.97792,0.88437,0,1
17,9.46395,0.11749,0.22432,0.69679,0.65354,3.07521,0,1
18,9.46026,1.44496,1.91478,1.85866,0.89196,0.70635,0,1
19,9.44989,1.6978,2.3667,1.2705,0.68191,0.36974,0,1
20,9.44111,0.06144,1.44702,1.3151,2.44084,1.03951,0,1
21,9.43921,0.41794,2.13624,2.39899,0.10391,0.63025,0,1
22,9.42905,1.0514,2.79849,0.51717,0.5112,1.27564,0,1
23,9.42315,0.70145,0.09912,1.56898,2.74856,0.82829,0,1
24,9.42182,1.85015,2.66403,0.12198,0.12007,0.82452,0,1
25,9.41984,1.23545,0.10002,0.07652,0.26089,3.10745,0,1
26,9.40501,1.19938,2.54367,1.69409,0.63244,0.60587,0,1
27,9.3892,2.17518,1.85193,0.28655,0.50974,1.82758,0,1
28,9.38894,0.19995,2.94231,0.57553,1.45232,0.84269,0,1
29,9.38389,1.35245,0.20755,2.55477,1.84438,0.37666,0,1
30,9.38227,0.33498,0.45226,3.08159,1.42585,0.35642,0,1
31,9.37185,0.4638,0.45613,0.36693,2.64164,2.1523,0,1
32,9.3599,0.80671,0.01212,1.88102,2.22592,1.80232,0,1
33,9.356,1.7084,1.17928,0.4515,1.42898,2.43108,0,1
34,9.33951,0.97302,2.0306,0.54317,1.08888,2.49455,0,1
35,9.33764,1.99411,2.54293,0.52526,0.7815,1.21606,0,1
36,9.33186,0.21144,0.62233,1.44649,1.7305,2.71982,0,1
37,9.32816,0.89872,1.74384,0.99814,2.58121,1.21563,0,1
38,9.32041,2.40186,2.06087,0.71816,1.59088,0.25909,0,1
39,9.31863,0.30371,1.55623,1.41912,0.70332,2.85316,0,1
40,9.30411,1.91365,0.40781,2.90423,0.78643,0.74306,0,1
41,9.30205,1.21627,1.9345,0.40467,2.15037,1.86075,0,1
42,9.29084,2.13743,2.12678,1.57435,0.40597,1.3947,0,1
43,9.28392,1.74226,0.19959,1.7663,2.7354,0.36247,0,1
44,9.27761,2.43635,0.83571,0.00214,0.01065,2.7003,0,1
45,9.2751,1.04435,1.48012,1.0405,3.05699,0.51302,0,1
46,9.26495,3.47265,0.63828,0.55873,0.12965,1.16829,0,1
47,9.26476,1.76459,1.74945,0.653,2.00416,1.8833,0,1
48,9.25642,1.13209,2.08554,2.19822,1.96267,0.0567,0,1
49,9.25569,1.59518,1.42409,2.01617,2.33696,0.48287,0,1
50,9.24311,0.46961,1.21028,2.05351,2.89572,0.52687,0,1
51,9.23891,0.03108,2.12028,0.31909,2.95854,1.13636,0,1
52,9.2335,2.75552,0.68095,0.67559,2.43026,0.56855,0,1
53,9.22946,2.55435,0.93343,0.7255,1.79963,1.91206,0,1
54,9.22679,0.28499,2.9189,2.28139,0.89325,0.51227,0,1
55,9.22404,2.40502,1.20802,2.17281,1.21667,1.21335,0,1
56,9.21466,0.21681,1.88184,1.83242,2.79999,0.55142,0,1
57,9.20472,1.14138,0.95237,1.76351,1.11337,2.95192,0,1
58,9.19895,0.72555,2.70763,1.45173,1.48972,1.78742,0,1
59,9.1963,0.94542,2.15444,2.23409,2.21307,0.06199,0,1
60,9.19441,1.65852,0.07654,3.27631,1.26365,0.61266,0,1
61,9.18826,3.63381,0.49719,1.33839,0.38035,0.43369,0,1
62,9.17935,0.90034,2.38115,2.95178,0.72745,0.1297,0,1
63,9.17631,0.30509,3.06809,2.29046,0.82163,0.6065,0,1
64,9.17162,0.28591,3.4863,1.3021,1.38128,0.20465,0,1
65,9.1708,3.24871,1.45336,0.45856,1.59524,0.68919,0,1
66,9.16506,0.78613,0.45029,3.08085,2.30857,0.59989,0,1
67,9.1601,0.05659,0.20259,2.31979,2.72274,1.80374,0,1
68,9.15609,2.54415,2.16925,2.01262,0.72956,0.63622,0,1
69,9.13057,1.6748,2.63732,1.67754,1.7715,0.95912,0,1
70,9.12859,0.26429,2.31681,3.23607,0.81622,0.30504,0,1
71,9.12074,1.01441,0.43944,0.97361,3.46947,1.61395,0,1
72,9.11389,1.21041,0.99723,2.03516,2.90118,1.38517,0,1
73,9.10537,1.34721,0.40901,0.60501,1.31174,3.60879,0,1
74,9.10528,2.64443,1.66744,0.94848,1.91248,1.66234,0,1
75,9.08398,0.18537,1.534,0.10218,3.80072,0.79873,0,1
76,9.07475,3.83596,0.2301,1.23298,0.95177,0.67481,0,1
77,9.06573,2.77264,2.60668,0.30175,0.30807,1.7732,0,1
78,9.05987,1.59316,1.60102,0.7243,2.75623,2.167,0,1
79,9.05616,2.44535,3.10537,0.63274,0.79782,1.15151,0,1
80,9.04781,2.32071,1.4456,0.57541,3.04444,1.03057,0,1
81,9.04359,1.46887,3.03954,1.04691,0.3844,2.3608,0,1
82,9.04269,1.79472,1.14051,0.96872,3.57289,0.06355,0,1
83,9.03392,2.50002,1.05229,0.13827,3.16358,1.00174,0,1
84,9.00131,0.29723,4.27887,0.12267,0.6158,0.43014,0,1
85,9.00075,0.07333,2.47464,0.43749,2.28539,2.72817,0,1
86,8.99468,1.77265,3.07365,1.66894,1.33176,1.39539,0,1
87,8.99373,0.63236,0.23172,0.25887,3.29188,2.78492,0,1
88,8.98759,3.20115,0.08827,1.13075,0.21471,2.76466,0,1
