leaf_index,r0,r1,is_dominated,ground_truth_pareto
0,9.99999,0.01588,0,1
1,9.99946,0.1038,0,1
2,9.99932,0.11674,0,1
3,9.99723,0.23522,0,1
4,9.99718,0.23756,0,1
5,9.99646,0.26608,0,1
6,9.99094,0.42551,0,1
7,9.989,0.46892,0,1
8,9.98477,0.55168,0,1
9,9.98389,0.56743,0,1
10,9.97356,0.72671,0,1
11,9.97143,0.75538,0,1
12,9.96999,0.77417,0,1
13,9.96509,0.83481,0,1
14,9.95942,0.89999,0,1
15,9.95619,0.93505,0,1
16,9.95587,0.93842,0,1
17,9.95082,0.99051,0,1
18,9.94906,1.00803,0,1
19,9.9462,1.03589,0,1
20,9.94271,1.06884,0,1
21,9.92209,1.24587,0,1
22,9.92106,1.25402,0,1
23,9.91639,1.29043,0,1
24,9.91292,1.3168,0,1
25,9.91003,1.33837,0,1
26,9.89896,1.41797,0,1
27,9.89321,1.45754,0,1
28,9.89223,1.46418,0,1
29,9.89019,1.4779,0,1
30,9.86183,1.65659,0,1
31,9.85712,1.68439,0,1
32,9.85004,1.72533,0,1
33,9.84803,1.73677,0,1
34,9.84239,1.76842,0,1
35,9.83621,1.8025,0,1
36,9.83607,1.80327,0,1
37,9.83013,1.83537,0,1
38,9.82725,1.85073,0,1
39,9.82466,1.8644,0,1
40,9.82339,1.87111,0,1
41,9.81154,1.93227,0,1
42,9.80778,1.95127,0,1
43,9.8077,1.9517,0,1
44,9.79871,1.99631,0,1
45,9.79795,2.00003,0,1
46,9.77062,2.12955,0,1
47,9.76771,2.14284,0,1
48,9.76696,2.14628,0,1
49,9.76635,2.14903,0,1
50,9.76606,2.15036,0,1
51,9.76524,2.15407,0,1
52,9.76032,2.17627,0,1
53,9.75091,2.21806,0,1
54,9.74552,2.24161,0,1
55,9.71568,2.36761,0,1
56,9.71221,2.3818,0,1
57,9.69747,2.4411,0,1
58,9.68623,2.48534,0,1
59,9.67767,2.51846,0,1
60,9.66145,2.58,0,1
61,9.61906,2.73382,0,1
62,9.61628,2.74356,0,1
63,9.61142,2.76055,0,1
64,9.60329,2.78868,0,1
65,9.58255,2.85916,0,1
66,9.57419,2.88701,0,1
67,9.54993,2.96629,0,1
68,9.54211,2.99133,0,1
69,9.53734,3.00652,0,1
70,9.52646,3.0408,0,1
71,9.50046,3.1211,0,1
72,9.4944,3.13948,0,1
73,9.47689,3.19194,0,1
74,9.47427,3.19972,0,1
75,9.47198,3.20648,0,1
76,9.46193,3.23602,0,1
77,9.45977,3.24234,0,1
78,9.45625,3.25259,0,1
79,9.44728,3.27855,0,1
80,9.44197,3.29381,0,1
81,9.43895,3.30244,0,1
82,9.42616,3.33879,0,1
83,9.41824,3.36107,0,1
84,9.41431,3.37204,0,1
85,9.37536,3.47889,0,1
86,9.36967,3.49419,0,1
87,9.34983,3.54693,0,1
88,9.34686,3.55474,0,1
89,9.34633,3.55613,0,1
90,9.32942,3.60027,0,1
91,9.28034,3.72496,0,1
92,9.27478,3.73877,0,1
93,9.27423,3.74015,0,1
94,9.27307,3.743,0,1
95,9.26181,3.77078,0,1
96,9.26152,3.7715,0,1
97,9.25093,3.79742,0,1
98,9.24202,3.81905,0,1
99,9.23525,3.83538,0,1
100,9.23137,3.84471,0,1
101,9.22646,3.85647,0,1
102,9.21663,3.87991,0,1
103,9.21368,3.88692,0,1
104,9.20453,3.90854,0,1
105,9.19557,3.92957,0,1
106,9.18484,3.95459,0,1
107,9.16724,3.99522,0,1
108,9.15785,4.01668,0,1
109,9.15778,4.01684,0,1
110,9.14566,4.04436,0,1
111,9.09798,4.15051,0,1
112,9.06798,4.21565,0,1
113,9.05763,4.23785,0,1
114,9.01584,4.32605,0,1
115,9.01571,4.32631,0,1
116,9.00357,0.0,1,0
117,9.00202,0.11557,1,0
118,8.9802,4.39955,0,1
119,8.98,4.39996,0,1
120,8.97124,4.41779,0,1
121,8.96395,4.43256,0,1
122,8.95878,4.44301,0,1
123,8.95022,4.46022,0,1
124,8.93589,2.06121,1,0
125,8.93194,0.0,1,0
126,8.914,4.53217,0,1
127,8.90805,4.54385,0,1
128,8.90499,4.54984,0,1
129,8.86931,0.0,1,0
130,8.84696,4.66168,0,1
131,8.79643,4.75635,0,1
132,8.78994,0.0,1,0
133,8.78475,4.77788,0,1
134,8.77235,4.80061,0,1
135,8.76984,4.8052,0,1
136,8.75463,4.83286,0,1
137,8.69345,4.94205,0,1
138,8.68453,4.95771,0,1
139,8.66774,0.0,1,0
140,8.6227,5.06448,0,1
141,8.55737,5.17411,0,1
142,8.55425,5.17927,0,1
143,8.54949,1.42443,1,0
144,8.53375,0.0,1,0
145,8.52419,5.22859,0,1
146,8.52412,5.22871,0,1
147,8.49175,0.42377,1,0
148,8.46759,5.31977,0,1
149,8.43655,5.36886,0,1
150,8.41856,5.39702,0,1
151,8.38255,5.45279,0,1
152,8.37784,5.46001,0,1
153,8.3778,5.46008,0,1
154,8.36917,5.4733,0,1
155,8.36064,5.48632,0,1
156,8.36006,5.48721,0,1
157,8.33934,5.51864,0,1
158,8.31757,5.5514,0,1
159,8.28332,0.0,1,0
160,8.26835,0.0,1,0
161,8.26447,5.63015,0,1
162,8.24417,5.65983,0,1
163,8.22891,5.68199,0,1
164,8.22356,5.68973,0,1
165,8.21432,5.70306,0,1
166,8.20294,0.0,1,0
167,8.14707,5.79873,0,1
168,8.13768,5.8119,0,1
169,8.10125,5.86257,0,1
170,8.07996,1.96782,1,0
171,8.07388,5.90022,0,1
172,8.01825,5.97559,0,1
173,8.01718,5.97702,0,1
174,7.99624,6.00502,0,1
175,7.99448,6.00736,0,1
176,7.98484,6.02016,0,1
177,7.94676,0.0,1,0
178,7.94127,6.07752,0,1
179,7.91636,0.0,1,0
180,7.88053,6.15608,0,1
181,7.8788,6.15829,0,1
182,7.87551,6.16249,0,1
183,7.86303,6.17841,0,1
184,7.85835,0.0,1,0
185,7.85028,6.1946,0,1
186,7.82772,0.81215,1,0
187,7.77744,6.28581,0,1
188,7.76158,6.30538,0,1
189,7.72737,6.34727,0,1
190,7.72668,0.0,1,0
191,7.72467,6.35055,0,1
192,7.69052,6.39186,0,1
193,7.68437,1.98463,1,0
194,7.67733,6.4077,0,1
195,7.61934,6.47654,0,1
196,7.59073,6.51006,0,1
197,7.57935,6.5233,0,1
198,7.56241,6.54293,0,1
199,7.56115,6.54439,0,1
200,7.54485,6.56318,0,1
201,7.49054,6.62508,0,1
202,7.48289,0.0,1,0
203,7.47745,6.63986,0,1
204,7.476,6.64149,0,1
205,7.44323,6.6782,0,1
206,7.4273,1.82822,1,0
207,7.41445,6.71014,0,1
208,7.40743,6.71789,0,1
209,7.38244,0.0,1,0
210,7.37763,6.7506,0,1
211,7.37648,0.39937,1,0
212,7.35249,6.77797,0,1
213,7.35232,2.67734,1,0
214,7.33823,6.7934,0,1
215,7.33765,1.09787,1,0
216,7.3318,6.80034,0,1
217,7.32816,6.80427,0,1
218,7.327,6.80552,0,1
219,7.32193,6.81098,0,1
220,7.31103,6.82267,0,1
221,7.30825,6.82565,0,1
222,7.30026,0.0,1,0
223,7.2954,6.83938,0,1
224,7.29469,2.78695,1,0
225,7.26294,6.87384,0,1
226,7.25931,3.15039,1,0
227,7.25027,0.0,1,0
228,7.23014,0.0,1,0
229,7.18301,0.0,1,0
230,7.16956,3.80927,1,0
231,7.16452,6.97636,0,1
232,7.13531,7.00624,0,1
233,7.13312,7.00846,0,1
234,7.11028,0.0,1,0
235,7.07225,7.06989,0,1
236,7.04142,7.10059,0,1
237,6.96583,7.17477,0,1
238,6.95335,1.46155,1,0
239,6.9429,3.95694,1,0
240,6.93942,7.20031,0,1
241,6.91785,7.22103,0,1
242,6.89151,7.24617,0,1
243,6.86658,7.2698,0,1
244,6.84659,7.28864,0,1
245,6.83993,2.61107,1,0
246,6.81648,7.31681,0,1
247,6.80476,7.3277,0,1
248,6.7938,0.0,1,0
249,6.78306,7.3478,0,1
250,6.74159,7.38586,0,1
251,6.72554,7.40048,0,1
252,6.71025,7.41435,0,1
253,6.70739,7.41694,0,1
254,6.67519,7.44593,0,1
255,6.66571,7.45441,0,1
256,6.66526,7.45482,0,1
257,6.65837,7.46098,0,1
258,6.61972,7.49529,0,1
259,6.6054,4.87067,1,0
260,6.55984,3.60207,1,0
261,6.55096,7.55546,0,1
262,6.50946,1.67381,1,0
263,6.49481,7.60378,0,1
264,6.44721,7.64418,0,1
265,6.43119,7.65766,0,1
266,6.42608,7.66195,0,1
267,6.38663,0.0,1,0
268,6.38086,7.69965,0,1
269,6.34259,7.73121,0,1
270,6.29245,0.0,1,0
271,6.27363,4.47786,1,0
272,6.23962,0.0,1,0
273,6.23681,7.81679,0,1
274,6.23029,2.11607,1,0
275,6.2272,7.82444,0,1
276,6.16663,7.87227,0,1
277,6.15744,4.71732,1,0
278,6.08499,7.93555,0,1
279,6.06425,5.32272,1,0
280,6.04345,2.15886,1,0
281,6.02165,7.98372,0,1
282,6.01131,7.9915,0,1
283,6.00721,0.0,1,0
284,5.96133,0.0,1,0
285,5.92889,8.05284,0,1
286,5.89599,8.07696,0,1
287,5.84742,8.1122,0,1
288,5.74988,4.61593,1,0
289,5.74347,3.73936,1,0
290,5.74346,8.18613,0,1
291,5.7234,4.43264,1,0
292,5.70576,8.21245,0,1
293,5.69433,0.98513,1,0
294,5.68956,8.22368,0,1
295,5.68953,8.2237,0,1
296,5.68216,8.2288,0,1
297,5.68174,8.22908,0,1
298,5.67964,8.23053,0,1
299,5.67631,8.23283,0,1
300,5.67497,4.25316,1,0
301,5.66261,4.91156,1,0
302,5.6566,8.24639,0,1
303,5.65269,8.24907,0,1
304,5.64994,1.754,1,0
305,5.57716,3.5535,1,0
306,5.53085,1.19057,1,0
307,5.4805,4.30197,1,0
308,5.39439,8.42025,0,1
309,5.36143,8.44127,0,1
310,5.34191,8.45364,0,1
311,5.34008,8.45479,0,1
312,5.33372,8.45881,0,1
313,5.32714,8.46295,0,1
314,5.32347,8.46526,0,1
315,5.25031,0.57414,1,0
316,5.25,1.51526,1,0
317,5.15022,1.35455,1,0
318,5.12652,8.58597,0,1
319,4.98994,8.66606,0,1
320,4.97533,3.08604,1,0
321,4.97369,8.67539,0,1
322,4.86967,3.65245,1,0
323,4.82703,8.75784,0,1
324,4.81091,8.76671,0,1
325,4.80358,4.76641,1,0
326,4.78958,8.77838,0,1
327,4.7791,8.78409,0,1
328,4.76589,8.79126,0,1
329,4.73315,5.4943,1,0
330,4.70751,8.82266,0,1
331,4.66755,8.84386,0,1
332,4.4924,3.67891,1,0
333,4.48706,5.24193,1,0
334,4.4733,6.6309,1,0
335,4.4656,8.94753,0,1
336,4.43953,8.9605,0,1
337,4.37462,8.99237,0,1
338,4.34969,9.00446,0,1
339,4.31891,9.01926,0,1
340,4.24909,9.05236,0,1
341,4.23127,9.0607,0,1
342,4.22105,9.06547,0,1
343,4.16392,9.09185,0,1
344,4.11695,7.78549,1,0
345,4.10135,5.20137,1,0
346,4.04168,9.14685,0,1
347,4.03892,9.14807,0,1
348,3.98978,9.1696,0,1
349,3.98095,9.17344,0,1
350,3.9744,9.17628,0,1
351,3.9602,9.18242,0,1
352,3.89649,9.20963,0,1
353,3.89424,9.21058,0,1
354,3.88303,9.21532,0,1
355,3.88027,9.21648,0,1
356,3.86284,9.2238,0,1
357,3.85724,9.22614,0,1
