leaf_index,r0,r1,r2,r3,r4
0,-9.9628,-0.63044,-0.5569,-0.17344,-0.07085
1,-9.91418,-0.18895,-0.44047,-1.07248,-0.57363
2,-9.89536,-1.14872,-0.75263,-0.13067,-0.42272
3,-9.84611,-0.65762,-1.43207,-0.69675,-0.29211
4,-9.83471,-0.85744,-0.74766,-1.40531,-0.09664
5,-9.82822,-0.85248,-0.74682,-1.15939,-0.8817
6,-9.82334,-0.90207,-0.25019,-1.08699,-1.20169
7,-9.79832,-0.70236,-0.60745,-1.68867,-0.52818
8,-9.79386,-0.05565,-0.61092,-1.88213,-0.40201
9,-9.79018,-0.4244,-0.23197,-1.7099,-0.99731
10,-9.78992,-1.15618,-0.79255,-0.49731,-1.3947
11,-9.7758,-0.19708,-0.65979,-1.73431,-0.97553
12,-9.77085,-2.11819,-0.12792,-0.02278,-0.16416
13,-9.75794,-1.03873,-1.79903,-0.55336,-0.40115
14,-9.75655,-0.91135,-0.29467,-0.00077,-1.97291
15,-9.73651,-0.58937,-1.74963,-0.4207,-1.27077
16,-9.71915,-1.42781,-1.51867,-0.9708,-0.50073
17,-9.7121,-1.177,-0.9352,-0.69358,-1.71292
18,-9.70697,-1.01513,-0.88564,-1.53892,-1.26158
19,-9.69606,-0.231,-0.79727,-2.22734,-0.58
20,-9.69125,-0.01886,-1.71858,-1.49689,-0.94076
21,-9.68956,-0.84562,-1.59076,-0.8826,-1.44493
22,-9.68829,-1.0426,-1.87705,-0.84818,-0.89852
23,-9.68655,-1.86055,-0.12202,-0.12976,-1.63625
24,-9.68161,-1.30083,-1.04721,-0.14491,-1.85919
25,-9.68077,-0.14277,-2.37435,-0.10272,-0.78372
26,-9.67175,-1.50543,-1.63035,-1.2106,-0.25928
27,-9.65889,-0.09279,-1.02697,-1.46195,-1.87222
28,-9.65707,-1.98689,-1.41945,-0.77665,-0.41865
29,-9.65255,-0.10142,-0.64942,-0.27681,-2.51387
30,-9.65218,-0.74862,-1.5023,-1.09565,-1.6786
31,-9.62443,-1.96036,-1.31,-1.34558,-0.02723
32,-9.60235,-0.88841,-2.14611,-1.086,-1.1047
33,-9.60002,-1.68156,-0.99767,-1.29619,-1.52859
34,-9.59785,-2.27552,-0.99042,-0.15309,-1.30344
35,-9.58955,-0.30211,-0.78265,-0.20389,-2.70095
36,-9.5873,-1.30246,-2.0504,-0.35149,-1.43513
37,-9.57503,-2.22062,-1.1939,-1.23558,-0.66001
38,-9.57432,-1.51223,-1.63396,-1.04013,-1.51458
39,-9.57356,-2.37678,-0.49893,-0.0989,-1.56177
40,-9.57097,-2.75147,-0.83118,-0.0934,-0.35539
41,-9.55703,-0.92647,-1.74134,-1.10634,-1.88378
42,-9.55097,-1.21388,-2.12408,-1.00905,-1.33252
43,-9.54491,-1.95584,-0.09606,-2.0335,-0.9618
44,-9.54103,-0.42511,-1.76292,-1.1266,-2.10023
45,-9.53026,-1.70895,-1.93985,-0.81895,-1.34908
46,-9.52414,-0.07895,-1.44805,-1.21856,-2.38805
47,-9.5235,-0.58041,-0.08279,-2.96492,-0.41043
48,-9.50613,-1.92852,-1.44086,-1.69817,-0.97701
49,-9.50459,-1.85874,-0.11627,-1.13551,-2.2147
50,-9.5037,-2.39651,-1.67496,-0.87146,-0.60952
51,-9.50336,-2.55134,-0.74156,-0.72289,-1.45066
52,-9.50228,-0.34799,-2.30413,-1.47165,-1.45287
53,-9.4979,-2.0356,-0.64743,-1.80709,-1.40055
54,-9.49632,-1.16948,-0.82744,-1.59241,-2.28731
55,-9.49325,-1.37393,-0.63599,-2.51321,-1.12688
56,-9.49168,-1.95185,-2.04649,-1.37753,-0.11224
57,-9.48761,-0.77344,-2.36778,-1.45141,-1.29386
58,-9.47658,-0.83209,-0.36235,-3.02232,-0.48607
59,-9.47424,-1.66662,-0.17848,-1.40843,-2.33359
60,-9.47265,-0.24209,-1.31538,-2.08329,-2.0347
61,-9.47219,-2.63968,-1.12026,-0.80148,-1.1884
62,-9.46327,-0.9868,-2.57208,-1.5354,-0.70686
63,-9.45912,-0.70998,-1.08806,-2.01933,-2.18161
64,-9.4526,-2.29488,-0.59463,-1.59047,-1.58075
65,-9.44537,-2.91523,-1.03537,-0.97461,-0.5143
66,-9.44153,-2.83176,-1.32567,-0.61358,-0.83953
67,-9.44064,-1.36014,-0.93038,-2.48356,-1.41088
68,-9.43794,-1.30596,-1.28989,-0.35049,-2.72638
69,-9.4298,-1.85812,-0.09817,-1.24907,-2.46099
70,-9.42148,-0.99229,-0.51615,-1.88119,-2.53886
71,-9.42014,-0.79422,-1.60149,-2.34878,-1.59647
72,-9.41616,-1.7359,-2.18889,-0.5396,-1.80003
73,-9.41603,-2.52785,-1.59592,-1.02646,-1.16096
74,-9.41125,-0.12809,-1.05562,-0.059,-3.20845
75,-9.41097,-1.30961,-2.72219,-1.32131,-0.74996
76,-9.40213,-1.14015,-0.85863,-2.37518,-1.98022
77,-9.40118,-2.07765,-0.26818,-2.57571,-0.77143
78,-9.40091,-1.23624,-1.3032,-1.75851,-2.30303
79,-9.39359,-3.0125,-0.49961,-0.86746,-1.29737
80,-9.39316,-1.06899,-2.59577,-1.85719,-0.66233
81,-9.38928,-2.59172,-2.03872,-0.19746,-0.96392
82,-9.37081,-0.90788,-2.06791,-0.45766,-2.62259
83,-9.36982,-0.75924,-1.55552,-0.42135,-3.00546
84,-9.36376,-1.9449,-0.15887,-0.68893,-2.83506
85,-9.36085,-1.57078,-2.35621,-1.90706,-0.84761
86,-9.35751,-1.91941,-1.4906,-2.51927,-0.42927
87,-9.35582,-1.89976,-2.09049,-1.00725,-1.86411
88,-9.34225,-2.54566,-0.73184,-2.37133,-0.2883
89,-9.34218,-3.46377,-0.17797,-0.55218,-0.62396
90,-9.32999,-1.03235,-1.94706,-0.21056,-2.83729
91,-9.32729,-2.94778,-1.91463,-0.36458,-0.71659
92,-9.32681,-1.95646,-0.03406,-2.83159,-1.07878
93,-9.32241,-1.8836,-2.91827,-0.87308,-0.51598
94,-9.31736,-1.65524,-1.4178,-2.68524,-1.10737
95,-9.31072,-1.67413,-2.48871,-0.93002,-1.85717
96,-9.31045,-0.57137,-0.29358,-3.54663,-0.56948
97,-9.29979,-2.19752,-0.61175,-0.73067,-2.78868
98,-9.29728,-1.94264,-2.84069,-0.09967,-1.30664
99,-9.29229,-2.6622,-2.05241,-1.49939,-0.32473
100,-9.29144,-1.2396,-1.84381,-2.95488,-0.04079
101,-9.29066,-1.26407,-2.21092,-2.67716,-0.17435
102,-9.28926,-1.35767,-2.40421,-1.6307,-1.85122
103,-9.28796,-0.3935,-3.29092,-1.55869,-0.56504
104,-9.28431,-0.96771,-0.81877,-0.64937,-3.4312
105,-9.27993,-2.32898,-2.77659,-0.65306,-0.56811
106,-9.27823,-0.93394,-2.30986,-2.69797,-0.65391
107,-9.2774,-0.84066,-3.36162,-1.29686,-0.49082
108,-9.2729,-2.03841,-1.81462,-2.54119,-0.32828
109,-9.27256,-1.87478,-3.19777,-0.4714,-0.23861
110,-9.26996,-2.84537,-2.3263,-0.19962,-0.72121
111,-9.26709,-1.38974,-1.88554,-1.1622,-2.69882
112,-9.26516,-0.03424,-1.50481,-0.25071,-3.43924
113,-9.26333,-1.58197,-0.64269,-3.21697,-0.96237
114,-9.26085,-0.66259,-0.63858,-3.12825,-1.89837
115,-9.26063,-0.54722,-1.77037,-2.86247,-1.6166
116,-9.25407,-2.43078,-1.62428,-2.3969,-0.26461
117,-9.24811,-1.55363,-2.97936,-1.23482,-1.2874
118,-9.24779,-2.39873,-1.87334,-0.22333,-2.27272
119,-9.24484,-1.98889,-0.5379,-0.63026,-3.14494
120,-9.23918,-2.05233,-1.02047,-2.65053,-1.53581
121,-9.23715,-1.65191,-2.05704,-2.68687,-0.70393
122,-9.23599,-1.73091,-2.70159,-0.55198,-2.02413
123,-9.23484,-1.66892,-1.29069,-0.06128,-3.20356
124,-9.22617,-0.479,-3.20546,-2.011,-0.57381
125,-9.21909,-1.06929,-0.0005,-2.89198,-2.34551
126,-9.21635,-2.85304,-1.99005,-1.51033,-0.82319
127,-9.21155,-0.68659,-1.53572,-1.94725,-2.91989
128,-9.21147,-2.30729,-3.03649,-0.21636,-0.74713
129,-9.20747,-0.34597,-1.21597,-3.63208,-0.65749
130,-9.20706,-0.09901,-2.89348,-2.49102,-0.80181
131,-9.20051,-1.1558,-1.41207,-3.46438,-0.13772
132,-9.19949,-0.63319,-1.67445,-3.40878,-0.73812
133,-9.19928,-0.81606,-2.68868,-1.36168,-2.37152
134,-9.19568,-1.54823,-0.53801,-3.51599,-0.62513
135,-9.19524,-2.55203,-2.8169,-0.00979,-0.99982
136,-9.19511,-0.65804,-1.9961,-0.33394,-3.3047
137,-9.1926,-0.60834,-2.69291,-2.55597,-1.15814
138,-9.19012,-0.01797,-0.09378,-2.68653,-2.88361
139,-9.18781,-2.01614,-0.14671,-0.70717,-3.31629
140,-9.18572,-1.16509,-2.98579,-1.09171,-2.03921
141,-9.18164,-2.8406,-1.53708,-0.17406,-2.28812
142,-9.1799,-1.7257,-2.14954,-2.82093,-0.4162
143,-9.17863,-1.3064,-3.08114,-0.3996,-2.09594
144,-9.17797,-2.39713,-1.44247,-2.09678,-1.88185
145,-9.17313,-0.8059,-0.47232,-2.94242,-2.51461
146,-9.1672,-0.65206,-3.21501,-0.27602,-2.26381
147,-9.15936,-2.15035,-2.96151,-1.2682,-1.05032
148,-9.15872,-3.04534,-2.0557,-1.40335,-0.80524
149,-9.15072,-1.47977,-1.34786,-1.6298,-3.09865
150,-9.14288,-1.1667,-3.07343,-2.13332,-1.02446
151,-9.14187,-1.3389,-0.42379,-3.75518,-0.59375
152,-9.14036,-3.19848,-1.4198,-0.61147,-1.958
153,-9.13619,-0.45418,-2.70374,-2.88498,-0.83095
154,-9.13577,-0.32607,-2.04623,-3.44181,-0.63116
155,-9.13536,-1.29369,-0.93668,-1.08898,-3.57887
156,-9.13249,-1.76257,-0.96389,-0.32748,-3.52912
157,-9.1322,-3.70664,-0.04435,-0.46696,-1.62599
158,-9.13093,-0.64219,-0.08031,-2.39357,-3.23699
159,-9.13078,-2.47216,-0.86464,-2.80432,-1.38038
160,-9.13048,-1.48551,-1.34227,-0.34781,-3.53623
161,-9.12276,-0.13953,-2.91587,-2.73619,-0.8756
162,-9.12208,-0.62404,-0.89329,-2.90938,-2.67127
163,-9.11644,-1.95401,-0.38166,-0.8763,-3.48696
164,-9.11562,-0.73512,-2.53415,-0.35052,-3.13373
165,-9.10916,-2.93489,-0.33553,-2.22565,-1.82855
166,-9.10623,-0.27208,-3.48049,-2.19311,-0.28108
167,-9.10363,-1.58561,-1.06122,-1.3816,-3.40218
168,-9.10119,-3.80356,-0.83163,-1.24664,-0.67501
169,-9.09898,-0.96172,-3.83527,-0.95575,-0.81294
170,-9.09831,-0.17744,-0.59269,-2.38088,-3.34207
171,-9.09828,-0.09175,-2.20646,-2.95145,-1.90614
172,-9.09683,-0.77732,-0.07662,-1.62363,-3.74185
173,-9.09627,-0.06777,-1.63905,-1.20908,-3.62007
174,-9.09413,-1.51313,-2.86344,-0.2225,-2.59969
175,-9.09268,-0.43594,-1.06217,-2.69309,-2.9584
176,-9.0924,-2.09329,-0.21868,-1.37049,-3.3197
177,-9.09117,-0.68451,-3.59783,-1.58642,-1.19207
178,-9.08998,-1.68816,-0.59286,-3.36967,-1.67814
179,-9.08698,-1.46563,-0.73196,-3.51276,-1.5503
180,-9.08503,-3.31538,-0.81015,-1.47889,-1.90446
181,-9.07878,-3.052,-2.87006,-0.12649,-0.08851
182,-9.07703,-0.28817,-1.05982,-0.23202,-4.0432
183,-9.07289,-1.37546,-0.80082,-3.54454,-1.60801
184,-9.07112,-0.38988,-1.34977,-3.87489,-0.85218
185,-9.07085,-1.82681,-2.09237,-0.14767,-3.15952
186,-9.06339,-0.24653,-1.64863,-1.71098,-3.4855
187,-9.05791,-0.59935,-2.63202,-3.26427,-0.10948
188,-9.05774,-2.96418,-1.40777,-1.01496,-2.48172
189,-9.05716,-0.18486,-0.57253,-3.16681,-2.75266
190,-9.05258,-1.11746,-4.01404,-0.75473,-0.34632
191,-9.05135,-0.15428,-2.74868,-0.51234,-3.19868
192,-9.04531,-0.27028,-4.04943,-1.18973,-0.54401
193,-9.04439,-0.54261,-0.4411,-3.3748,-2.51413
194,-9.04136,-2.65087,-2.90257,-1.64431,-0.31298
195,-9.04121,-3.35188,-2.35164,-0.81593,-0.90856
196,-9.04019,-1.53369,-1.01091,-0.69536,-3.797
197,-9.03949,-3.60843,-1.71749,-0.62078,-1.38988
198,-9.03837,-1.61734,-1.86293,-1.80866,-2.99171
199,-9.036,-0.57444,-1.08885,-2.4991,-3.25418
200,-9.03437,-3.84172,-1.69885,-0.49446,-0.7006
201,-9.0241,-2.38554,-0.76065,-1.13889,-3.31651
202,-9.02225,-0.46727,-2.52221,-3.43178,-0.49187
203,-9.01938,-1.90368,-0.24293,-2.1581,-3.21098
204,-9.01934,-1.64254,-3.7421,-0.26529,-1.37106
205,-9.01244,-0.68825,-1.49843,-0.96596,-3.88895
206,-9.01237,-3.11529,-2.77918,-1.07658,-0.43507
207,-9.01204,-1.81244,-1.62077,-2.12182,-2.89294
208,-9.01121,-1.84702,-3.83249,-0.24416,-0.79941
209,-9.0082,-0.84997,-0.36855,-3.75413,-1.97497
210,-9.00583,-0.47638,-2.02865,-3.79515,-0.38677
211,-9.00465,-2.28081,-0.52714,-3.22489,-1.74255
212,-8.99789,-2.28894,-0.48529,-0.75901,-3.60378
213,-8.9978,-1.54718,-4.0739,-0.12957,-0.1797
214,-8.99131,-2.54717,-2.3273,-1.97706,-1.82847
215,-8.98929,-2.87721,-1.60851,-2.87329,-0.26672
216,-8.98852,-0.3492,-3.3382,-2.62764,-1.01811
217,-8.987,-0.97508,-2.44918,-1.27581,-3.26448
218,-8.9866,-0.27045,-2.7533,-1.93232,-2.80238
219,-8.98177,-0.18526,-3.36145,-2.80723,-0.33692
220,-8.97745,-2.97219,-1.10677,-2.96932,-0.72781
221,-8.97585,-2.0431,-3.13405,-2.19381,-0.79045
222,-8.97087,-3.06296,-0.37723,-3.12446,-0.48703
223,-8.96453,-3.87513,-1.17905,-1.00471,-1.49032
224,-8.96383,-1.17866,-0.29728,-2.18467,-3.66052
225,-8.96243,-1.28235,-1.28454,-1.26408,-3.84479
226,-8.95896,-2.26622,-1.00346,-3.1459,-1.92294
227,-8.95827,-0.49407,-2.21362,-3.73153,-0.82512
228,-8.95797,-2.80642,-1.38526,-0.99087,-2.99635
229,-8.95515,-0.40647,-1.6879,-0.43244,-4.07481
230,-8.95066,-2.38021,-1.81827,-0.11767,-3.30155
231,-8.9493,-4.03614,-1.11411,-1.38399,-0.68047
232,-8.94906,-1.27723,-1.63658,-1.84601,-3.49239
233,-8.94588,-1.66418,-2.67677,-1.37914,-2.85213
234,-8.94489,-1.06002,-2.5135,-0.64703,-3.48266
235,-8.94415,-2.80106,-2.66083,-1.85726,-1.27547
236,-8.94307,-1.59491,-1.70892,-2.60207,-2.79046
237,-8.94266,-3.88085,-0.89071,-1.94863,-0.61433
238,-8.94145,-3.26401,-1.07293,-2.86223,-0.23056
239,-8.9412,-3.80463,-1.72167,-0.66575,-1.47389
240,-8.94114,-2.03187,-1.4081,-1.57386,-3.38642
241,-8.93996,-0.30024,-1.0927,-1.13,-4.18522
242,-8.93808,-3.37915,-0.68069,-2.52691,-1.35772
243,-8.93754,-2.82315,-3.17392,-1.06608,-0.96951
244,-8.93297,-2.6446,-0.09613,-1.17898,-3.43642
245,-8.93253,-1.2543,-4.01087,-0.18021,-1.58653
246,-8.92888,-1.18637,-2.38865,-1.9136,-3.08224
247,-8.9279,-2.16431,-2.74139,-1.21384,-2.57289
248,-8.92687,-3.34022,-1.57782,-2.54508,-0.43233
249,-8.92154,-0.16134,-3.5549,-1.61545,-2.26564
250,-8.91578,-0.60242,-3.74208,-1.75659,-1.74849
251,-8.91563,-2.98215,-0.96386,-1.55979,-2.8734
252,-8.91271,-0.75723,-0.77234,-2.37773,-3.70676
253,-8.91243,-2.25903,-1.86572,-2.45808,-2.4377
254,-8.91188,-4.38652,-0.66637,-0.93162,-0.1578
255,-8.91025,-1.17079,-2.69864,-1.48494,-3.12234
256,-8.9088,-0.5217,-0.92514,-1.1268,-4.27031
257,-8.90537,-0.10947,-1.86159,-3.52847,-2.18328
258,-8.89998,-2.23058,-2.3601,-3.17018,-0.44137
259,-8.89629,-0.97448,-3.3068,-2.93305,-0.60722
260,-8.89608,-2.54172,-1.31578,-1.59712,-3.18077
261,-8.89322,-3.62165,-1.11689,-0.36093,-2.5331
262,-8.89291,-3.32759,-2.38002,-1.98069,-0.50564
263,-8.89083,-3.11135,-2.65106,-0.93483,-1.83595
264,-8.88963,-3.19003,-0.14759,-2.95801,-1.42358
265,-8.88652,-2.32506,-0.43407,-3.0457,-2.48175
266,-8.88361,-0.46723,-3.21264,-3.24576,-0.0846
267,-8.88227,-2.26653,-1.97211,-3.44782,-0.43757
268,-8.87978,-3.97805,-0.57002,-1.97096,-1.05599
269,-8.87816,-1.27861,-3.95265,-1.88879,-0.59363
270,-8.87767,-2.46186,-0.11783,-3.72795,-1.10219
271,-8.87759,-0.95335,-1.85119,-1.6563,-3.75622
272,-8.87615,-3.03513,-3.37147,-0.72316,-0.33499
273,-8.87524,-2.1999,-3.12442,-0.99403,-2.37497
274,-8.87474,-2.43132,-2.74098,-1.33772,-2.45461
275,-8.87365,-4.15789,-0.57808,-1.85476,-0.44277
276,-8.87273,-0.33491,-1.00293,-4.40459,-0.86959
277,-8.87273,-0.13228,-1.94257,-1.55826,-3.88013
278,-8.87109,-1.63326,-3.26449,-0.09324,-2.82323
279,-8.87029,-2.70021,-2.79397,-0.1504,-2.48955
280,-8.86661,-0.00757,-4.43785,-0.79389,-1.0288
281,-8.86583,-2.86879,-1.37972,-0.69586,-3.28318
282,-8.86522,-3.24551,-1.42267,-2.3331,-1.84584
283,-8.86263,-2.13166,-3.21001,-2.23628,-1.26677
284,-8.86179,-3.91955,-0.04188,-2.09749,-1.30558
285,-8.86087,-3.13089,-0.75327,-3.31544,-0.35048
286,-8.86067,-0.19001,-4.12177,-1.26026,-1.69564
287,-8.86017,-2.43858,-3.4736,-0.80021,-1.68658
288,-8.85906,-2.22119,-2.87135,-0.94457,-2.72882
289,-8.85878,-2.34153,-1.15496,-3.80215,-0.49897
290,-8.85854,-3.54709,-1.59756,-1.63505,-1.92842
291,-8.85447,-3.83219,-0.20421,-1.15014,-2.35544
292,-8.85284,-0.40914,-4.27596,-1.7821,-0.00257
293,-8.85099,-1.76498,-2.72489,-0.7502,-3.24914
294,-8.84981,-3.28851,-2.3884,-2.15795,-0.7109
295,-8.84897,-0.26526,-2.35934,-2.23011,-3.32949
296,-8.84762,-2.13438,-0.06815,-3.4261,-2.32835
297,-8.8476,-1.59411,-0.19177,-1.94271,-3.92019
298,-8.84737,-2.20105,-0.0023,-3.95161,-1.1244
299,-8.84562,-3.0842,-0.587,-0.55922,-3.40372
300,-8.8456,-3.15431,-0.14403,-2.04551,-2.75696
301,-8.84518,-0.15364,-1.1102,-2.56741,-3.73028
302,-8.83767,-0.47786,-3.41448,-3.12955,-0.46306
303,-8.83315,-0.41119,-1.59122,-4.00063,-1.80817
304,-8.83251,-0.51643,-0.39346,-0.91084,-4.55364
305,-8.83169,-3.20895,-0.78181,-1.6928,-2.86828
306,-8.83128,-4.16554,-1.8068,-1.17655,-0.08916
307,-8.831,-0.93709,-0.51987,-4.11473,-1.98345
308,-8.83009,-0.90645,-4.58262,-0.05233,-0.45249
309,-8.82921,-0.49794,-1.44054,-4.18349,-1.49008
310,-8.8285,-1.34055,-2.74153,-2.57504,-2.47261
311,-8.82756,-0.26451,-1.37377,-2.75156,-3.54201
312,-8.82733,-1.31347,-0.40433,-3.31201,-3.03649
313,-8.82725,-2.01057,-1.69227,-2.76258,-2.74622
314,-8.82444,-2.16983,-2.69337,-3.04013,-0.96146
315,-8.82443,-1.15069,-1.05373,-0.65691,-4.38902
316,-8.82355,-2.60489,-2.2938,-1.99917,-2.47009
317,-8.82092,-0.81109,-2.29562,-2.71107,-2.98559
318,-8.82053,-3.26427,-2.45921,-0.20349,-2.3353
319,-8.82027,-2.09518,-0.38447,-2.77035,-3.16076
320,-8.82005,-3.67318,-0.00354,-0.58565,-2.89334
321,-8.8199,-0.03178,-3.74216,-1.52559,-2.42429
322,-8.81965,-3.39454,-0.9208,-2.85585,-1.29886
323,-8.8195,-4.25173,-0.17009,-1.49116,-1.37358
324,-8.81676,-2.46897,-2.31608,-3.13039,-1.00271
325,-8.81528,-3.95724,-0.35147,-1.58719,-1.99711
326,-8.81282,-2.94455,-1.54244,-0.19619,-3.35353
327,-8.80962,-0.32144,-0.83786,-3.47751,-3.08094
328,-8.80828,-2.37803,-1.25628,-1.3651,-3.6493
329,-8.80598,-0.80417,-1.54846,-3.11359,-3.11703
330,-8.80328,-3.02746,-0.94264,-0.54865,-3.48527
331,-8.80282,-3.26716,-3.29496,-0.42659,-0.89292
332,-8.80148,-2.12339,-0.48413,-0.48384,-4.19007
333,-8.80142,-2.68709,-2.8663,-2.58885,-0.62987
334,-8.8013,-3.36454,-0.6427,-3.1635,-0.89225
335,-8.79849,-2.03238,-0.97543,-3.60808,-2.11811
336,-8.79672,-3.99834,-1.76101,-0.74059,-1.72665
337,-8.79573,-0.48367,-2.74679,-0.28201,-3.84407
338,-8.79569,-0.31252,-2.77564,-1.13058,-3.68182
339,-8.79301,-3.39609,-2.80496,-1.78877,-0.28662
340,-8.79298,-2.29879,-1.42883,-0.8643,-3.82237
341,-8.79042,-2.02568,-2.50788,-1.73221,-3.05535
342,-8.7888,-2.46279,-3.90559,-0.92647,-0.76132
343,-8.78621,-0.49893,-3.43841,-2.81086,-1.68223
344,-8.78537,-2.2113,-1.36578,-0.02912,-4.00764
345,-8.78536,-2.87117,-1.76451,-2.66226,-2.09112
346,-8.78184,-1.32596,-1.84664,-2.82055,-3.12339
347,-8.77908,-2.59182,-0.34556,-3.83854,-1.16463
348,-8.77119,-1.37925,-0.98452,-4.15302,-1.71668
349,-8.76773,-3.73331,-2.51359,-1.11822,-1.27309
350,-8.76046,-1.66685,-1.13616,-4.28347,-0.91486
351,-8.75626,-1.74234,-2.45512,-3.23048,-1.95666
352,-8.75605,-2.38586,-2.20222,-1.41913,-3.28262
353,-8.75072,-1.75322,-3.04113,-0.02586,-3.33195
354,-8.74865,-4.08995,-0.44145,-2.49259,-0.57066
355,-8.74781,-1.40344,-0.35473,-2.03533,-4.15184
356,-8.74548,-2.59702,-3.95325,-0.87186,-0.61951
357,-8.74545,-2.02432,-1.19317,-3.85843,-1.76297
358,-8.74517,-2.12578,-2.70149,-3.4184,-0.14011
359,-8.74506,-2.32431,-3.46587,-2.46586,-0.16957
360,-8.74484,-0.46827,-3.92012,-2.77047,-0.5154
361,-8.74405,-0.81907,-2.37574,-3.31714,-2.49464
362,-8.74352,-0.84913,-1.13689,-4.54873,-0.91994
363,-8.7429,-4.65773,-0.35052,-0.54117,-1.20482
364,-8.74155,-4.30371,-1.08465,-0.13298,-1.96705
