leaf_index,r0,r1,r2,r3,r4,r5,r6,r7
0,-8.32415,-4.65219,-1.57496,-1.14418,-0.47808,-1.59536,-0.995,-1.2297
1,-8.10686,-2.73075,-2.52078,-1.46957,-3.40849,-0.80882,-1.92627,-1.52493
2,-7.78306,-1.86389,-4.61422,-3.16924,-2.05011,-0.59349,-0.05873,-0.23693
3,-7.50763,-1.80002,-3.79,-3.63589,-1.90078,-1.39975,-2.63418,-0.54822
4,-7.47694,-4.92427,-3.04399,-1.56535,-1.84153,-0.37093,-1.4614,-1.57042
5,-7.33085,-2.77956,-1.86442,-1.362,-3.59669,-3.18777,-2.86319,-1.38045
6,-7.32739,-1.28609,-2.68839,-0.62075,-5.41351,-1.22412,-0.01386,-2.49758
7,-7.23012,-3.4594,-2.30393,-2.88172,-1.19844,-3.60387,-0.17698,-2.77309
8,-7.08583,-4.87697,-0.49645,-1.21342,-2.69855,-1.33264,-3.74568,-1.09501
9,-7.05873,-5.51727,-0.31364,-1.03518,-0.12098,-0.37504,-3.44296,-2.56024
10,-6.9183,-3.85119,-0.40609,-5.32535,-0.55393,-0.53822,-0.20059,-2.85385
11,-6.8926,-0.6966,-0.76703,-2.65913,-2.31836,-0.1935,-4.36396,-4.45996
12,-6.82622,-2.88321,-1.32722,-1.86267,-4.28807,-0.87308,-4.50556,-0.63948
13,-6.61714,-0.83709,-1.54762,-2.41242,-4.6808,-4.53034,-1.63527,-1.47982
14,-6.58673,-4.58933,-0.42461,-1.02571,-0.51904,-0.52798,-5.14526,-2.70164
15,-6.58315,-4.65957,-2.12134,-2.44548,-1.89302,-4.28978,-1.23246,-0.98253
16,-6.57876,-1.06616,-4.13705,-4.73244,-0.68092,-3.69596,-0.63619,-1.24241
17,-6.23294,-3.31516,-2.25921,-2.09834,-3.19915,-0.52354,-4.67197,-2.88395
18,-6.18556,-0.45995,-4.41728,-1.32458,-0.77674,-3.96784,-4.20594,-2.49468
19,-6.07268,-4.68487,-3.01854,-0.58888,-2.93628,-0.91334,-2.6933,-3.87381
20,-5.79441,-1.52795,-2.96086,-1.85296,-0.92061,-7.05921,-0.65065,-0.88701
21,-5.74511,-1.92272,-5.09602,-4.24257,-2.08437,-0.30958,-2.32959,-3.0758
22,-5.63122,-3.2707,-0.54535,-0.27662,-5.56518,-4.37546,-1.52076,-2.18846
23,-5.58909,-0.26985,-4.87016,-0.2918,-3.11329,-0.19161,-5.78177,-1.31436
24,-5.54151,-3.772,-4.0668,-5.86094,-0.34717,-1.98778,-0.11063,-0.30029
25,-5.48052,-3.2987,-2.26932,-3.46803,-2.6421,-1.81147,-1.15079,-5.50627
26,-5.46026,-0.76087,-6.56033,-1.73149,-0.66134,-3.90063,-2.60737,-1.05825
27,-5.42839,-4.51804,-5.66896,-0.76095,-0.8746,-0.36026,-1.27215,-3.85885
28,-5.36627,-6.76917,-1.52556,-1.59365,-1.88034,-0.08698,-3.88551,-1.36894
29,-5.35368,-1.43222,-1.66172,-4.26136,-1.14927,-0.19587,-0.87405,-6.80024
30,-5.24086,-4.89254,-0.04168,-4.87642,-2.38888,-2.8429,-2.55969,-2.11527
31,-5.20979,-1.59159,-2.6957,-3.48094,-1.28641,-3.02982,-0.71741,-6.29221
32,-5.14605,-2.70693,-1.69414,-2.92374,-5.46732,-2.63739,-1.199,-4.06047
33,-5.14379,-2.00486,-0.41693,-5.0957,-1.91164,-3.33444,-4.09801,-3.43735
34,-5.06611,-2.94449,-2.52358,-1.35359,-4.42549,-2.22656,-0.15525,-5.73561
35,-5.03367,-1.46675,-1.82032,-0.54499,-0.9858,-0.45779,-6.2645,-5.33619
36,-4.9863,-0.78757,-0.85097,-0.5417,-0.78879,-6.4549,-4.66756,-3.07002
37,-4.96439,-1.24906,-5.98017,-3.63904,-2.41142,-2.20329,-3.75371,-0.17297
38,-4.95439,-3.023,-1.06115,-3.81611,-2.08998,-5.29664,-3.63348,-2.23655
39,-4.84558,-5.35346,-2.82178,-0.98801,-1.78434,-0.06246,-3.3541,-4.94818
40,-4.74393,-4.38644,-3.50832,-2.64148,-2.32092,-1.02581,-5.16551,-2.41809
41,-4.69966,-6.48834,-1.76605,-3.04149,-2.09332,-1.66216,-4.03736,-0.00555
42,-4.63659,-2.77511,-3.93318,-2.62256,-0.49853,-1.11297,-6.28213,-2.73875
43,-4.57436,-6.14508,-4.00522,-1.75121,-1.78634,-1.87561,-0.82929,-3.84813
44,-4.51438,-4.60392,-1.02071,-0.14435,-1.11285,-3.74303,-1.83012,-6.22604
45,-4.45109,-0.91119,-0.47662,-5.61419,-2.85667,-3.70508,-3.36114,-3.79812
46,-4.44463,-2.72915,-3.33655,-1.45097,-3.71502,-6.07378,-2.25508,-1.94465
47,-4.44438,-2.05038,-0.54593,-4.21101,-4.04221,-4.5438,-4.13966,-1.9724
48,-4.39416,-3.55963,-2.64957,-1.22299,-3.2786,-5.5647,-3.90583,-1.59179
49,-4.38252,-0.16846,-1.43754,-5.52035,-1.57852,-6.42376,-0.69644,-1.99572
50,-4.35805,-3.74142,-1.30403,-0.79895,-6.67218,-2.18291,-3.88231,-0.5612
51,-4.35497,-1.30667,-1.52206,-2.74369,-0.61809,-0.31375,-7.49501,-3.58144
